flight_risk_score_key,employee_id,snapshot_date,dept_code,band,employment_status,salary_gap_to_p50_pct,kpi_score,pay_freeze_months,tenure_months,months_since_last_move,seniority_risk_window_flag,risk_component_salary,risk_component_kpi,risk_component_promo,risk_component_freeze,risk_component_seniority,weight_salary_used,weight_kpi_used,weight_promo_used,weight_freeze_used,weight_seniority_used,missing_features,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band,reason_salary,reason_kpi,reason_promo,reason_freeze,reason_seniority
40639,E001038,2023-10-01,01CN000040,Band 2,Active,-0.0127,37.1,0,5,5,False,0.0212,0.5483,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.13,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 37.1/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
40640,E001038,2023-11-01,01CN000040,Band 2,Active,-0.0127,39.2,0,6,6,False,0.0212,0.5133,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.26,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 39.2/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
40641,E001038,2023-12-01,01CN000040,Band 2,Active,-0.0127,45.2,0,7,7,False,0.0212,0.4133,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.76,Low,Lương thấp hơn P50 thị trường 1.3%,Điểm KPI 45.2/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
40642,E001038,2024-01-01,01CN000040,Band 2,Active,-0.0773,42.0,0,8,8,False,0.1288,0.4667,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.24,Low,Lương thấp hơn P50 thị trường 7.7%,Điểm KPI 42.0/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
40643,E001038,2024-02-01,01CN000040,Band 2,Active,-0.0773,36.6,0,9,9,False,0.1288,0.5567,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.49,Low,Lương thấp hơn P50 thị trường 7.7%,Điểm KPI 36.6/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
40644,E001038,2024-03-01,01CN000040,Band 2,Active,-0.0773,34.9,0,10,10,False,0.1288,0.585,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.2,Low,Lương thấp hơn P50 thị trường 7.7%,Điểm KPI 34.9/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
40645,E001038,2024-04-01,01CN000040,Band 2,Active,-0.0773,52.0,0,11,11,True,0.1288,0.3,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,20.08,Low,Lương thấp hơn P50 thị trường 7.7%,Điểm KPI 52.0/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
40646,E001038,2024-05-01,01CN000040,Band 2,Active,-0.0219,42.2,0,12,12,True,0.0365,0.4633,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,22.31,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 42.2/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
40647,E001038,2024-06-01,01CN000040,Band 2,Active,-0.0219,34.4,0,13,0,True,0.0365,0.5933,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,25.56,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 34.4/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
40648,E001038,2024-07-01,01CN000040,Band 2,Active,-0.0219,35.4,0,14,1,False,0.0365,0.5767,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.15,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 35.4/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
40649,E001038,2024-08-01,01CN000040,Band 2,Active,-0.0219,38.2,0,15,2,False,0.0365,0.53,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.98,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 38.2/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
40650,E001038,2024-09-01,01CN000040,Band 2,Active,-0.0219,34.5,0,16,3,False,0.0365,0.5917,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.52,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 34.5/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
40651,E001038,2024-10-01,01CN000040,Band 2,Active,-0.0219,45.8,0,17,4,True,0.0365,0.4033,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,20.81,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 45.8/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
40652,E001038,2024-11-01,01CN000040,Band 2,Active,-0.0219,42.7,0,18,5,True,0.0365,0.455,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,22.11,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 42.7/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
40653,E001038,2024-12-01,01CN000040,Band 2,Active,-0.0219,32.6,0,19,6,True,0.0365,0.6233,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,26.31,Low,Lương thấp hơn P50 thị trường 2.2%,Điểm KPI 32.6/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 19 tháng)"
40654,E001038,2025-01-01,01CN000040,Band 2,Active,-0.0859,26.0,0,20,7,False,0.1432,0.7333,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,24.2,Low,Lương thấp hơn P50 thị trường 8.6%,Điểm KPI 26.0/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 20 tháng)
40655,E001038,2025-02-01,01CN000040,Band 2,Terminated,-0.0859,32.0,0,21,8,False,0.1432,0.6333,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.7,Low,Lương thấp hơn P50 thị trường 8.6%,Điểm KPI 32.0/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 21 tháng)
40656,E001039,2023-05-01,01CN000010,Band 4,Active,-0.1831,59.7,0,0,0,False,0.3052,0.1717,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.39,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 59.7/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 0 tháng)
40657,E001039,2023-06-01,01CN000010,Band 4,Active,-0.1831,55.2,0,1,1,False,0.3052,0.2467,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.27,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 55.2/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 1 tháng)
40658,E001039,2023-07-01,01CN000010,Band 4,Active,-0.1831,59.3,0,2,2,False,0.3052,0.1783,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,13.56,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 59.3/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40659,E001039,2023-08-01,01CN000010,Band 4,Active,-0.1831,53.8,0,3,3,False,0.3052,0.27,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.85,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 53.8/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40660,E001039,2023-09-01,01CN000010,Band 4,Active,-0.1831,66.1,0,4,4,False,0.3052,0.065,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.73,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 66.1/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
40661,E001039,2023-10-01,01CN000010,Band 4,Active,-0.1831,61.3,0,5,5,False,0.3052,0.145,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,12.73,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 61.3/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
40662,E001039,2023-11-01,01CN000010,Band 4,Active,-0.1831,53.3,0,6,6,False,0.3052,0.2783,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.06,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 53.3/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
40663,E001039,2023-12-01,01CN000010,Band 4,Active,-0.1831,54.3,0,7,7,False,0.3052,0.2617,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,15.65,Low,Lương thấp hơn P50 thị trường 18.3%,Điểm KPI 54.3/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
40664,E001039,2024-01-01,01CN000010,Band 4,Active,-0.2365,56.4,0,8,8,False,0.3942,0.2267,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,16.55,Low,Lương thấp hơn P50 thị trường 23.6%,Điểm KPI 56.4/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
40665,E001039,2024-02-01,01CN000010,Band 4,Active,-0.2365,53.0,0,9,9,False,0.3942,0.2833,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.97,Low,Lương thấp hơn P50 thị trường 23.6%,Điểm KPI 53.0/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
40666,E001039,2024-03-01,01CN000010,Band 4,Active,-0.2365,62.3,0,10,10,False,0.3942,0.1283,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.09,Low,Lương thấp hơn P50 thị trường 23.6%,Điểm KPI 62.3/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
40667,E001039,2024-04-01,01CN000010,Band 4,Active,-0.2365,58.4,0,11,11,True,0.3942,0.1933,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,22.72,Low,Lương thấp hơn P50 thị trường 23.6%,Điểm KPI 58.4/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
40668,E001039,2024-05-01,01CN000010,Band 4,Active,-0.1984,53.0,0,12,12,True,0.3307,0.2833,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,23.7,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 53.0/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
40669,E001039,2024-06-01,01CN000010,Band 4,Active,-0.1984,56.5,0,13,13,True,0.3307,0.225,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,22.24,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 56.5/100,Đổi vai gần đây (13 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
40670,E001039,2024-07-01,01CN000010,Band 4,Active,-0.1984,48.7,0,14,14,False,0.3307,0.355,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.49,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 48.7/100,Đổi vai gần đây (14 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
40671,E001039,2024-08-01,01CN000010,Band 4,Active,-0.1984,49.2,0,15,15,False,0.3307,0.3467,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.28,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 49.2/100,Đổi vai gần đây (15 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
40672,E001039,2024-09-01,01CN000010,Band 4,Active,-0.1984,57.7,0,16,16,False,0.3307,0.205,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,14.74,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 57.7/100,Đổi vai gần đây (16 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
40673,E001039,2024-10-01,01CN000010,Band 4,Active,-0.1984,47.9,0,17,17,True,0.3307,0.3683,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,25.82,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 47.9/100,Đổi vai gần đây (17 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
40674,E001039,2024-11-01,01CN000010,Band 4,Active,-0.1984,51.8,0,18,18,True,0.3307,0.3033,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,24.2,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 51.8/100,Đổi vai gần đây (18 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
40675,E001039,2024-12-01,01CN000010,Band 4,Active,-0.1984,61.5,0,19,19,True,0.3307,0.1417,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,20.16,Low,Lương thấp hơn P50 thị trường 19.8%,Điểm KPI 61.5/100,Đổi vai gần đây (19 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 19 tháng)"
40676,E001039,2025-01-01,01CN000010,Band 4,Active,-0.2508,50.1,0,20,20,False,0.418,0.3317,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.65,Low,Lương thấp hơn P50 thị trường 25.1%,Điểm KPI 50.1/100,Đổi vai gần đây (20 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 20 tháng)
40677,E001039,2025-02-01,01CN000010,Band 4,Active,-0.2508,55.8,0,21,21,False,0.418,0.2367,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.28,Low,Lương thấp hơn P50 thị trường 25.1%,Điểm KPI 55.8/100,Đổi vai gần đây (21 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 21 tháng)
40678,E001039,2025-03-01,01CN000010,Band 4,Active,-0.2508,48.9,0,22,22,False,0.418,0.3517,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.15,Low,Lương thấp hơn P50 thị trường 25.1%,Điểm KPI 48.9/100,Đổi vai gần đây (22 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 22 tháng)
40679,E001039,2025-04-01,01CN000010,Band 4,Active,-0.2508,45.6,0,23,23,False,0.418,0.4067,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.53,Low,Lương thấp hơn P50 thị trường 25.1%,Điểm KPI 45.6/100,Đổi vai gần đây (23 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 23 tháng)
40680,E001039,2025-05-01,01CN000010,Band 4,Active,-0.2063,50.6,0,24,24,False,0.3438,0.3233,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.96,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 50.6/100,Đổi vai gần đây (24 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 24 tháng)
40681,E001039,2025-06-01,01CN000010,Band 4,Active,-0.2063,46.8,0,25,25,False,0.3438,0.3867,0.0278,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.24,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 46.8/100,Lần đổi vai gần nhất cách đây 25 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 25 tháng)
40682,E001039,2025-07-01,01CN000010,Band 4,Active,-0.2063,44.2,0,26,26,False,0.3438,0.43,0.0556,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.02,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 44.2/100,Lần đổi vai gần nhất cách đây 26 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 26 tháng)
40683,E001039,2025-08-01,01CN000010,Band 4,Active,-0.2063,49.4,0,27,27,False,0.3438,0.3433,0.0833,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.54,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 49.4/100,Lần đổi vai gần nhất cách đây 27 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 27 tháng)
40684,E001039,2025-09-01,01CN000010,Band 4,Active,-0.2063,58.8,0,28,28,False,0.3438,0.1867,0.1111,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,17.32,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 58.8/100,Lần đổi vai gần nhất cách đây 28 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 28 tháng)
40685,E001039,2025-10-01,01CN000010,Band 4,Active,-0.2063,53.9,0,29,29,False,0.3438,0.2683,0.1389,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.06,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 53.9/100,Lần đổi vai gần nhất cách đây 29 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 29 tháng)
40686,E001039,2025-11-01,01CN000010,Band 4,Active,-0.2063,50.2,0,30,30,False,0.3438,0.33,0.1667,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.29,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 50.2/100,Lần đổi vai gần nhất cách đây 30 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 30 tháng)
40687,E001039,2025-12-01,01CN000010,Band 4,Active,-0.2063,52.3,0,31,31,False,0.3438,0.295,0.1944,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.11,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 52.3/100,Lần đổi vai gần nhất cách đây 31 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 31 tháng)
40688,E001040,2023-05-01,01CN000064,Band 3,Active,0.0444,60.2,0,0,0,False,0.0,0.1633,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.08,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 60.2/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 0 tháng)
40689,E001040,2023-06-01,01CN000064,Band 3,Active,0.0444,54.9,0,1,1,False,0.0,0.2517,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.29,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 54.9/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 1 tháng)
40690,E001040,2023-07-01,01CN000064,Band 3,Active,0.0444,50.4,0,2,2,False,0.0,0.3267,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.17,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 50.4/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
40691,E001040,2023-08-01,01CN000064,Band 3,Active,0.0444,53.0,0,3,3,False,0.0,0.2833,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.08,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 53.0/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
40692,E001040,2023-09-01,01CN000064,Band 3,Active,0.0444,57.5,0,4,4,False,0.0,0.2083,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.21,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 57.5/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
40693,E001040,2023-10-01,01CN000064,Band 3,Active,0.0444,56.5,0,5,5,False,0.0,0.225,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.62,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 56.5/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
40694,E001040,2023-11-01,01CN000064,Band 3,Active,0.0444,55.7,0,6,6,False,0.0,0.2383,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.96,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 55.7/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
40695,E001040,2023-12-01,01CN000064,Band 3,Active,0.0444,61.7,0,7,7,False,0.0,0.1383,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.46,Low,Lương bằng/cao hơn P50 thị trường (+4.4%),Điểm KPI 61.7/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
40696,E001040,2024-01-01,01CN000064,Band 3,Active,-0.024,56.5,0,8,8,False,0.04,0.225,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.43,Low,Lương thấp hơn P50 thị trường 2.4%,Điểm KPI 56.5/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
40697,E001040,2024-02-01,01CN000064,Band 3,Active,-0.024,57.2,0,9,9,False,0.04,0.2133,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.13,Low,Lương thấp hơn P50 thị trường 2.4%,Điểm KPI 57.2/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
40698,E001040,2024-03-01,01CN000064,Band 3,Active,-0.024,57.6,0,10,10,False,0.04,0.2067,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,8.97,Low,Lương thấp hơn P50 thị trường 2.4%,Điểm KPI 57.6/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
40699,E001040,2024-04-01,01CN000064,Band 3,Active,-0.024,56.4,0,11,11,True,0.04,0.2267,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,16.47,Low,Lương thấp hơn P50 thị trường 2.4%,Điểm KPI 56.4/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
40700,E001040,2024-05-01,01CN000064,Band 3,Active,0.0297,56.9,0,12,12,True,0.0,0.2183,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,15.46,Low,Lương bằng/cao hơn P50 thị trường (+3.0%),Điểm KPI 56.9/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
